Mean,SD,2.5%,25%,50%,75%,97.5%,n.eff
clairDStore[43],-6.49746306796955,29.4282174017051,-54.244829151283,-30.2505071385537,-9.66260167498814,14.2845091003517,50.7714022626326,15.0337987347809
clairDStore[44],-205.847411143444,51.6736860798492,-298.258332613189,-246.758666029529,-218.998828882379,-159.66713545918,-120.685099289923,19.0351003294274
clairDStore[45],29.5796065269704,60.2624018089047,-89.0733023073316,-17.6480174391565,39.9632211425917,82.0292098577504,117.486267625498,7.37249806299105
clairDStore[46],71.3144838199164,36.9109662812013,10.2262451516844,43.6462111096987,67.8277106387214,95.2997087414643,152.456442046311,11.7341721951304
clairDStore[47],-20.1415078301388,35.8889078315941,-92.3870656444903,-41.9000285926816,-24.4084525289507,1.34251330617929,52.3973899382268,17.6567855440489
clairDStore[48],132.259695086502,28.7192992230316,86.0830312434959,107.94835178107,130.358364821889,155.232013944794,188.298640050054,13.8511462229725
clairDStore[49],-17.7206789289918,49.2269150493865,-100.783909465343,-62.9011371352376,-16.6587776317124,24.007024974461,65.2221356470489,15.695088342236
clairDStore[50],-68.805766368421,42.7074490634799,-146.502280181332,-100.230689165624,-71.0083616910781,-35.3043353861231,14.7277378083235,12.2520507750222
clairDStore[51],117.257481522238,38.5212980341821,41.8980137541453,83.5183823416282,122.000480554817,146.514443551151,192.187966628349,10.7456081795456
clairDStore[52],115.477272661368,30.0815900864228,47.5152484874622,94.5608507108647,119.160624816507,137.792695373548,167.334016460586,15.2037285503279
clairDStore[53],-96.1953728269536,59.0295827503077,-204.038571399627,-146.53804215862,-83.6532129977084,-51.1666208819404,0.684199830411895,12.3752556516257
clairDStore[54],-45.6193519180429,59.8386952154844,-116.940576482674,-93.054085615916,-70.0911018398568,7.67606821247811,80.3600891809287,22.1702773248618
clairDStore[55],34.9145016125001,29.3395783608959,-13.5032926762888,11.1542312474794,31.7723469672534,55.9405762940099,92.1317850629605,15.1688472263222
clairDStore[56],-56.8909606108847,51.617506365249,-149.585949380593,-97.9204387654794,-69.8897686227253,-11.3435338902975,28.2724956011829,18.1641664080787
clairDStore[57],55.8733304107551,60.1982805441922,-63.3339540467868,9.08756129631846,65.9084814172334,107.456649655186,144.315049987628,6.46777406977392
clairDStore[58],0.949943408416124,36.7850246039897,-60.334050561526,-26.6606005457825,-2.2872709094829,24.8256745581901,81.5123912291931,9.99313497017681
clairDStore[59],-41.5665568474707,35.9116237640886,-113.018335320437,-63.6359265366842,-45.8472877766526,-20.7515346402125,31.1511347511251,16.5017695719169
clairDStore[60],53.5841609501546,28.702571244448,7.22848563945185,28.820073444939,52.1374610484511,76.5280460852073,110.135932942229,15.1470524388223
clairDStore[61],-103.252430216698,49.1934986805043,-185.892414405917,-148.732662270952,-102.880415292573,-61.5955908645886,-20.9071242296995,13.2937870340112
clairDStore[62],-31.5349523243158,42.6838827416828,-108.296415443261,-62.7519124865411,-33.622419245174,1.95959969931453,51.2421710140124,9.4244040065415
clairDStore[63],133.819608039561,38.5116068235032,58.3268085036109,100.7108419979,138.773665227599,162.820806627508,208.895963269462,10.3690326704509
clairDStore[64],106.987172166256,29.9882543121875,38.9677339606915,85.4458789040495,110.757814000526,129.02286452245,159.16381807072,14.0702398563809
clairDStore[65],-59.024614062679,59.0971395048566,-167.197630849832,-109.676245354621,-46.8969544673828,-13.1399527304267,37.2531302630003,12.1637598741123
clairDStore[66],-118.335999013278,59.8708777724704,-190.48932473722,-165.71218936339,-142.923596326145,-65.6988588897518,7.13308840350921,21.8160950911083
clairDStore[67],30.8051619819678,29.2117959147808,-17.2949669744932,7.27622654002113,28.4162173038682,51.3406503624535,87.5448049799378,15.4500541799481
clairDStore[68],-11.3768419272887,51.6575937122731,-104.193509947846,-52.0482586503176,-24.1716402162311,33.6670670583122,73.9706325292453,19.1494627298634
clairDStore[69],47.8793683071291,60.3879065444463,-70.586147217354,-0.3714345155431,57.8687584251034,100.16688503208,136.634776846331,8.12275811861761
clairDStore[70],-19.6291267678679,36.7634726756147,-79.7499571137148,-47.6734252978518,-23.066503313182,4.64146123663715,60.4111460283942,12.5064653954553
clairDStore[71],-24.501185813488,35.8971640521014,-95.8348706399126,-46.4596851476566,-28.8617014344085,-3.36204772677421,48.0518072298483,18.8299002936109
clairDStore[72],103.132528971727,28.7463259464412,56.5830630679362,78.9176950599466,102.10886140245,126.08040160313,160.453744233022,15.0030887402071
clairDStore[73],-94.5465909788092,49.1850647461842,-177.784607008524,-139.961361344371,-93.7647016080294,-52.4033100964956,-13.0932141989284,12.7940923352533
clairDStore[74],-10.8327638587819,42.6975280711118,-87.0536401844412,-41.7728243621986,-12.9679521818313,23.0775441121145,72.15332180372,9.16861608942666
clairDStore[75],133.806106240786,38.5566111309781,58.6614642877944,100.498252789675,138.4277659155,162.919719652606,207.996085485208,9.62475146920439
clairDStore[76],55.816008647042,29.9168632744759,-9.90617756681841,34.2358288191392,59.2759548117732,77.5336100179054,107.935782825542,13.4844039801389
clairDStore[77],-50.8269026355557,59.0823063549169,-159.688811398787,-101.845686271268,-38.4014952450427,-5.02978667679212,44.230959504184,12.7692757002374
clairDStore[78],-28.6016488917214,59.8171128429778,-100.568546167355,-75.309781989408,-53.5168057145637,23.2378223157614,96.4832942503892,26.0594827738078
clairDStore[79],14.3260495230518,29.1125973358717,-33.1946805784673,-8.8595510402876,11.8272234358592,34.6521345142116,70.7983787455845,14.7283238406394
clairDStore[80],-65.2086095409834,51.6769263329231,-158.286107179521,-105.722177594725,-77.3564161531682,-19.2809783336849,19.3435616615602,19.6227923728093
clairDStore[81],121.113559015717,60.4160441912052,2.56074822503431,72.2773590088419,131.679822764411,172.492402532001,209.327255694669,8.15304119414066
clairDStore[82],-123.125112184262,36.7978313625884,-182.977108199204,-151.145964031307,-126.47357120614,-99.0918871198487,-43.0733742488869,12.7092120861135
clairDStore[83],-3.07009220710577,35.9600600816276,-73.1322421751414,-25.4452338864916,-7.33082623396948,17.581040662486,69.1966717803979,18.0779358080778
clairDStore[84],86.4770295129058,28.6990961196542,39.2975954480793,62.0949157180931,85.8548682222551,109.394370757743,142.355530624373,15.9881812567424
clairDStore[85],-85.9013893952255,49.2490100946338,-169.023506582785,-131.147801276718,-84.4861410047012,-43.6987220228285,-4.73328902208084,12.3625185795741
clairDStore[86],-52.2354092064536,42.7680860409287,-128.107764424298,-83.8419452878419,-54.4127957400022,-18.9239143477421,29.4138473852375,10.8125322225963
clairDStore[87],121.471730134347,38.5579856997623,46.920629040678,88.4045455788684,126.344860792457,149.787604494282,195.570406872887,9.41284681212979
clairDStore[88],98.6228684289948,29.989945188382,32.8697644545161,77.4823658336613,101.773692989412,120.599773766085,150.574405406853,14.9556782537049
clairDStore[89],-13.6938937916138,59.0830708764057,-122.096338386059,-63.4072255000202,-1.18533925505226,32.0826499125138,81.3505652581954,13.9663307894798
clairDStore[90],-45.7726252914649,59.8192862654033,-117.213619158481,-92.8318251420835,-70.7588828307657,5.4930307320829,80.4465136311424,27.5293484773593
clairDStore[91],22.7854165495292,29.1253270829818,-25.4042098126254,-0.538329375956803,20.6366133955224,43.3108220011937,79.6357494010373,18.3636697611017
clairDStore[92],-185.382584792794,51.686799258473,-278.013820707988,-226.313863190086,-197.540525977449,-139.529005673503,-100.309852476144,20.7044512823596
clairDStore[93],180.751129224832,60.4567110068226,61.6493483690574,131.845816008443,191.137905422914,232.748219600253,269.046897770007,8.16068188984273
clairDStore[94],-52.8446309471129,36.9422061013193,-112.721049951431,-80.7613974474035,-56.4409535821252,-28.8558476864617,27.232309459624,12.3778640137295
clairDStore[95],52.6749199300986,35.9861255323043,-17.4723137379206,30.0124692136219,48.0295450021027,73.6429737124856,124.854813046871,19.0341110664563
clairDStore[96],73.9437237084796,28.7990103327513,26.7523506770742,49.2553136057415,73.3836045110813,96.8310423896086,131.011899480478,16.1059448270623
clairDStore[97],-55.8803016053745,49.2832710338241,-140.195475113202,-100.246931604146,-54.3969137361098,-13.6130021643573,24.7521757379373,13.7669655451783
clairDStore[98],-31.6283841750392,42.7427009605277,-107.171686215166,-63.0075525422854,-34.2434002094091,1.94714138656042,49.7450923439399,10.4188025385131
clairDStore[99],88.4819900542321,38.7767980553321,13.6817978513051,56.1353452711024,93.6724284583024,117.203744318953,160.691021641317,11.0247769133525
clairDStore[100],85.7686168334266,30.3302473088243,19.8589962552284,64.0799187753726,88.5625847282099,108.084852466581,138.232878988346,16.6389009068991
clairDStore[101],-1.3192739785554,59.2346876437674,-110.547581341343,-51.1638235057424,10.97298534361,45.1111414752671,94.0452240726634,13.6482243693242
clairDStore[102],-62.7989476408755,59.7925105731856,-135.159236357255,-109.346776392284,-87.8352923048941,-11.8224715044351,62.7831395884967,28.5188450898596
clairDStore[103],-22.827038274283,29.3086948887691,-71.6142249429341,-46.3536832888732,-25.2120807455254,-1.46071302079926,33.8641802776604,18.4276379350875
clairDStore[104],42.3186907845123,51.7482725947695,-50.8288445963892,0.957515361733935,30.8101718038122,87.8070385917614,128.530337342591,18.3950544882117
clairDStore[105],-23.8116381919717,60.5153615944249,-142.803833399148,-72.6500966288958,-14.0061250124194,27.8260130489824,65.4155765835398,9.87713382579748
clairDStore[106],-3.32372388844826,37.0604835454094,-63.6897585040418,-31.0050521525775,-6.54145586369574,20.8566483181322,77.6319729198571,15.4979293894988
clairDStore[107],-71.272042713597,36.1632381192952,-141.686199921703,-94.2283120016222,-75.8023718093519,-49.5078695126041,1.77847925087193,18.1204822739305
clairDStore[108],86.283539678924,28.9967831872461,38.5050034255227,61.3067287392113,86.0346886993416,109.084141743383,143.455889314723,17.5502677810709
clairDStore[109],-90.0863746873249,49.3744616885831,-174.349793968044,-133.969989836973,-88.4826298352302,-47.8266648000902,-9.28310343309805,15.6722334774525
clairDStore[110],-35.7661798280699,42.7616937471159,-110.902275277925,-67.2902194137899,-38.1586828203986,-2.45859709723794,44.922488787914,10.7640171759987
clairDStore[111],113.340312488987,38.9284299140291,38.8509820079377,80.759184461346,118.448544893604,142.183982152722,185.077869519739,9.84758711020869
clairDStore[112],30.2171204952408,30.530640146711,-35.2850409202619,8.85495442954031,33.1599103225354,52.1458089040274,83.3145989229276,18.7872570920731
clairDStore[113],-5.54039548685301,59.4164509974327,-114.425896383181,-55.6347110849661,6.7240641545174,40.8693155412393,90.0463090964996,14.2554270701766
clairDStore[114],-50.0037492531174,59.8381787045381,-123.19728234063,-96.7099700348393,-74.958139475675,2.57354013390098,76.0697231592071,31.4753145735311
clairDStore[115],6.16354822001506,29.4553363372559,-43.016319302625,-17.4671360048781,3.7410833485327,26.8677514596629,64.6157436271306,20.2475802416632
clairDStore[116],-36.374009584627,52.018662252541,-130.89143047104,-77.4095900538679,-46.8957184719829,9.5240390070328,49.3305036388702,24.599010452447
clairDStore[117],-43.6889468649363,60.6128931210472,-161.736316916992,-92.8666621578131,-33.1289977947505,7.82362102664053,46.1248809840115,8.74286921387698
clairDStore[118],-73.8035068477667,37.1498222801572,-134.993710990282,-101.912438480424,-77.18966030973,-49.810582768938,6.46500267237454,12.8018242682329
clairDStore[119],-66.8516171512688,36.3460479482308,-137.970121635604,-89.7834019612213,-71.3405807794764,-44.9589562170079,7.3596924771378,21.9358506720309
clairDStore[120],77.9620890671132,29.2839118628571,29.2855804577822,53.5540978985235,77.7481259373425,100.837606577242,134.880268559319,17.3134306819992
clairNBS[1],139.839662175557,60.8500516655343,24.1276959603947,97.9226318837037,139.486953207759,180.984026231015,258.482325683783,158.426010590327
clairNBS[2],105.17977560861,61.5755580702623,-14.3585972739259,65.0203591322452,108.749313300593,146.467617888982,224.2766964437,84.5374615540447
clairNBS[3],83.8351647091387,47.0538602395101,-11.0275052472017,51.475061143142,83.6713703503254,118.597005046586,170.878516930613,93.4828693336656
clairNBS[4],146.096177557964,74.2990609809729,-7.80810147890357,97.9845995707599,148.575445548868,200.538878394361,273.894006156343,31.0703421844377
clairNBS[5],172.752782683806,64.0942645733857,54.0241909688189,125.793110541403,174.080355403686,213.779227499397,311.954012988116,38.4569302371722
clairNBS[6],230.70565693777,70.0212753609202,104.802760015681,185.271469118014,225.850105013418,270.301374803439,380.164611822212,24.0263528238444
clairNBS[7],403.993044834608,90.0896988874049,230.454696083868,335.759218939789,413.128461628231,470.781535007792,551.358752943382,12.1830589882037
clairNBS[8],411.166918194569,87.0378984167175,260.321215909723,350.417651246872,407.124638847192,464.961700602963,616.471585455069,19.0693547802983
clairNBS[9],336.797182734769,81.6527031649243,184.799553562455,281.68354858834,339.120648642089,385.585201187375,527.794113841975,13.6609498759783
clairNBS[10],208.959714357652,105.687991193299,18.9552135657198,137.922014258488,210.661110008374,273.753830917766,435.949249292958,18.6627676591117
clairNBS[11],88.8333310702548,67.8801339440414,-65.4675809581573,48.9028513596061,88.9064192204505,130.144437422483,217.906583953511,17.8784936002604
clairNBS[12],42.095946697085,69.3097890515862,-104.73471886752,0.361178556669004,48.0112457239252,86.8391456782584,172.634194369813,19.3780606182972
clairNBS[13],73.7465089199176,65.9384601462281,-56.3169479861208,29.0464671314339,77.8864958112539,118.433176748266,200.000658643216,20.2226504068473
clairNBS[14],54.8061053659898,61.6563186202795,-47.6879005188266,11.2354136285748,49.4577763533516,91.318068109798,194.007334612817,17.8559782634232
clairNBS[15],49.9939686661648,51.9869110695712,-52.5302566541181,11.3704675698155,53.1348347268575,86.8594970987217,145.004288637019,22.6443782420854
clairNBS[16],55.6281327639387,56.5249887510754,-58.3193166279458,18.6478169867904,58.5484639082885,94.1127365669118,164.156715150445,19.9042058111035
clairNBS[17],65.7522278926723,77.4268269653982,-75.6184489016655,3.2214018890987,72.7344185803387,123.096928916745,213.665147073755,12.9288169103013
clairNBS[18],105.550869454625,67.0123245325362,-11.4967256488369,60.3436611000966,103.050221391603,141.137691131425,251.459116860829,27.8077228487666
clairNBS[19],151.19508713611,61.320650374254,40.7020698177525,109.178133450555,146.731903187883,191.469314334817,269.928360840688,20.8349551710434
clairNBS[20],150.060138414438,108.530241368596,-94.3644656900453,94.587603078125,166.249586446048,228.206527148452,323.312038289485,14.4265756657073
clairNBS[21],457.50686614274,102.654844280166,277.57247172692,376.029834760234,442.39323241945,519.973920779619,655.898296721815,9.54451650008893
clairNBS[22],370.526021172547,73.5642347020753,231.107130362099,315.165961833777,372.369848658108,419.670328846565,517.338516495088,15.1141982500049
clairNBS[23],402.613693068093,104.178143936297,189.617625920044,327.719926424614,409.122050620591,484.53048581042,576.515788376469,12.0548172494285
clairNBS[24],153.958721074407,98.5117664145786,-37.4096879097618,82.275175331921,172.422751167417,231.836283731643,314.15252038868,15.3776213129354
clairNBS[25],183.844125173991,54.2467415718536,90.7946057747101,142.055623326002,183.633208280834,223.813561231091,297.111497673465,22.4754704325769
clairNBS[26],145.75536626472,56.6260041032509,33.319147983181,108.769890391966,141.651984052423,179.646612738217,267.788226889151,20.6294660887467
clairNBS[27],87.7238363812116,45.577315350798,10.7243470180079,52.9666198788811,85.2831027780326,120.997284947211,177.173171990744,27.9238380864973
clairNBS[28],112.741636305915,62.5754899104894,6.37063522309959,72.5703338061216,105.980484653798,142.923377091367,263.181190475225,20.2489200699159
clairNBS[29],157.262043013727,72.8645299625442,6.90003607398155,113.542976531177,152.744205309466,195.731934571153,314.547343490149,13.2835332423469
clairNBS[30],136.041850702702,66.6644268610992,3.11372053988086,93.0592647175594,144.042023762837,180.594407401848,266.13065009563,18.1961254320617
clairNBS[31],353.098238834858,75.7237195864247,205.33060927607,303.581700607789,345.328045180244,401.578002022193,510.635090938397,15.8094414352839
clairNBS[32],-198.47567731886,75.7498798576663,-347.589981606251,-251.819706539549,-194.671450220755,-141.35184149069,-60.6947257143268,16.7229396518741
clairNBS[33],107.435868060599,70.8477628061181,-33.4225814632545,60.7833197031052,110.224834796189,150.118017827552,250.13407077971,15.0228559769293
clairNBS[34],415.603489372061,100.285923018918,221.785038390997,337.556260816989,417.197591100921,496.369147415118,593.682883222838,8.41514933505857
clairNBS[35],405.099063811014,70.0288366527382,264.41222385826,357.297056309962,400.198839474193,452.837382974382,546.737751279646,21.1086291188181
clairNBS[36],374.899230116935,78.9442973299368,199.201006199085,326.479212419675,386.777835378204,434.67145116406,500.11252036142,14.0532166407712
clairNBS[37],117.721202393776,63.2918592422753,1.5010098027708,73.7505069376244,111.972247477216,169.191327393152,226.776450798086,16.9413970081921
clairNBS[38],128.735310084948,59.0111710152822,24.8428107445278,86.3109973448543,124.349047428586,171.108617643477,243.472405392698,19.7194511505188
clairNBS[39],102.460347373681,53.1448786507336,-0.102183020879536,65.4658433518021,99.9553201371401,140.3657988846,209.103344060665,20.7904899116259
clairNBS[40],199.172006375107,74.8721082295575,78.8841722693902,141.877056279728,188.735930767432,246.075874018032,355.020928536056,12.6189873193849
clairNBS[41],197.524836530287,61.8434346691551,84.2700049208212,153.893607638606,194.731153449574,243.717947385484,317.045750215987,17.8857827305924
clairNBS[42],129.221004013729,81.6483167279706,-13.6188585198522,70.0937895022633,123.546656799333,191.308829004583,282.282571949974,22.6102806557652
clairNBS[43],123.659782575013,83.284446792739,-22.1862994274361,57.5704885530819,111.692058383775,189.89418330796,281.612290138713,8.73761089714704
clairNBS[44],105.384485722386,94.1277640369618,-83.3442358464531,37.8059064258286,104.355128231526,170.335224306405,277.4699811963,11.0564026207589
clairNBS[45],259.566491653104,100.789061149262,27.5781051816874,201.691324100724,260.817554932606,330.795276859198,440.563278032776,10.9772941852833
clairNBS[46],372.470506796654,116.721177202357,145.591930606194,304.762421937483,376.59173174328,432.580572613187,620.262056452814,6.84495656514586
clairNBS[47],273.303280980098,73.3195734852842,147.178762893379,224.339083446271,268.170155639516,310.069889232386,455.146528636258,14.7453836900868
clairNBS[48],163.233738333227,86.9273042641284,-52.6459923255689,110.427818138594,166.23806503308,215.064667913241,326.568744847525,11.9375914223675
clairNBS[49],239.555260424658,50.3525856002636,130.68866338753,207.321701178248,242.305825781931,273.407855686482,334.031950434203,24.5005012727181
clairNBS[50],152.944315493647,62.3547534923597,34.6144144042064,102.674507571249,162.531686600151,196.361919754181,263.427814393096,17.6288398701899
clairNBS[51],66.6640377174589,45.1689291364535,-17.2048750984789,37.6301326844188,64.3358711301739,96.0589875469905,169.236013458759,33.1994155905781
clairNBS[52],163.577162825427,58.639766338881,59.7009515442361,127.262571429136,158.274100878862,197.109667444023,296.739446228869,19.5895050241465
clairNBS[53],60.0125022360175,70.5480635828643,-76.5294135545379,13.8970671502919,62.0159092517335,101.284619058627,210.915698644057,13.1337519737929
clairNBS[54],180.168855622076,69.2566374207212,47.5012944542636,125.740369984123,184.853460451247,233.123640161686,295.052219761759,14.5403396866157
clairNBS[55],340.963858251024,77.6975051496397,171.729810952825,291.435023456268,338.343012000577,399.176732256035,472.805496193807,14.2026049050166
clairNBS[56],264.396404797775,62.8014484741584,153.213024964484,215.622094176409,263.780760838206,307.186871279802,384.281749387299,20.184499708118
clairNBS[57],332.955813140034,102.386638644087,135.66905071563,243.760016125348,350.833031431086,414.703172255502,498.515084197019,7.42403324852509
clairNBS[58],488.562315505695,80.9135376655161,333.764879907174,437.445221547756,482.562626318791,547.374694971762,645.074653605564,11.9186854662012
clairNBS[59],295.174672276715,58.1357388867652,187.390035591953,255.364989212576,297.441627292634,332.737544232191,410.204546445135,19.4723976469917
clairNBS[60],148.351192702012,76.3318273564647,-44.4579689064611,105.61316563088,146.525947689728,199.948371165148,280.118937500195,13.9393404553153
clairNBS[61],107.696827228048,51.5908971407684,18.0205067122049,70.9937486218023,103.282833452645,143.169895505339,225.800339627972,20.3861924917424
clairNBS[62],127.033224797928,56.4484359285072,19.9406341729197,92.7186711807543,122.275293249945,157.173196960071,250.45973405929,25.7299772936956
clairNBS[63],69.1405705453032,55.5429927816385,-25.3154169817847,29.6299178104472,66.8212172370561,98.7676232406745,198.819413506213,19.496664701329
clairNBS[64],82.9967901388109,69.5127326380394,-44.062287379104,30.8891281573226,83.0758418621587,131.057078235553,222.590424256435,12.3048813203352
clairNBS[65],57.0130615371711,66.6892002135656,-77.4451380399778,11.691452057092,52.9319796127138,101.130088510732,198.093102797183,17.7851850039821
clairNBS[66],8.01268351311862,85.9604034384023,-127.072251203616,-59.7869645823717,-4.26909577938984,71.8176552497367,178.25072828825,12.4939393477773
clairNBS[67],297.805671644384,74.2220103412011,172.518231055098,240.715724630894,292.45295510721,336.033426471616,463.724514191201,14.6499455058026
clairNBS[68],373.324963693598,80.7614047817712,224.77572876292,315.232436382957,369.786387496433,437.416239249363,519.573723836924,25.0693184216993
clairNBS[69],339.244619665272,123.663509300899,133.177884357852,249.464135944905,340.89790057796,428.44436281641,547.832426100677,9.83418722284042
clairNBS[70],348.375300047748,69.2063573114592,227.104436387005,295.597737502464,350.481330140359,399.456573859344,480.061117494614,15.3874489046602
clairNBS[71],277.617377307414,67.7292342985006,151.797680931002,223.809963141381,278.111510880755,326.274896832613,406.694017865214,13.3161465107831
clairNBS[72],186.995667557709,101.458452404023,7.50857164578093,110.235024662467,173.42882393848,257.172095993076,388.092138880219,12.9179183348922
clairNBS[73],154.119487844388,68.8846067923981,53.4101279314506,99.3570666540884,141.53796377737,200.119032447933,310.16497863621,18.3776380494786
clairNBS[74],57.8093867459176,73.6678354290036,-85.134282938179,11.5699981572596,56.8950458238337,103.07104048241,227.368945441777,12.8156934168627
clairNBS[75],67.9478401937228,50.7285530035888,-40.9530075494602,34.6585171196212,67.4619883902469,100.810071038607,172.923040775736,22.5797180974028
clairNBS[76],12.1690805183884,63.2330298886242,-121.101450519538,-32.8621527235146,15.2621408147998,62.0395831125842,119.668413504373,15.1553523533911
