superiorPrecipECCC.WCPS,0.989444444444444,0.981333333333333,0.952777777777778,0.949666666666667,0.941466666666667,0.793222222222222,0.953166666666667,0.832444444444444,0.952611111111111,0.899166666666667,0.998333333333333,0.999944444444444
superiorPrecipECCC.CaPA,0.954766666666667,0.976733333333333,0.638233333333333,0.671533333333333,0.3088,0.377233333333333,0.384133333333333,0.366633333333333,0.489566666666667,0.672166666666667,0.962666666666667,0.999866666666667
superiorPrecipNWS.MPE,0.0206,0.382633333333333,0.263466666666667,0.527633333333333,0.5197,0.485366666666667,0.277266666666667,0.366866666666667,0.2759,0.4885,0.163633333333333,0.1175
superiorPrecipHistorical.Coordinated,0.714555555555555,0.959555555555555,0.396666666666667,0.516333333333333,0.364416666666667,0.643833333333333,0.5765,0.5005,0.741583333333333,0.757583333333333,0.72775,0.814166666666667
superiorPrecipUSACE.Thiessen,0.00116666666666667,0.0275555555555556,0.105055555555556,0.138666666666667,0.4026,0.637733333333333,0.270266666666667,0.148933333333333,0.495133333333333,0.165,0.189611111111111,0.099
superiorPrecipUSACE.GLSHFS,0.491266666666667,0.846533333333333,0.575466666666667,0.904466666666667,0.6093,0.658533333333333,0.716166666666667,0.754666666666667,0.555,0.9849,0.8176,0.739233333333333
superiorEvapECCC.WCPS,0.531388888888889,0.627055555555556,0.534555555555556,0.916666666666667,0.7608,0.696944444444444,0.714166666666667,0.787166666666667,0.669777777777778,0.849611111111111,0.601222222222222,0.389333333333333
superiorEvapGLERL.FVCOM,0.264333333333333,0.385583333333333,0.439555555555556,0.744777777777778,0.908444444444444,0.999333333333333,0.924777777777778,0.667888888888889,0.666666666666667,0.333,0.25625,0.00883333333333333
superiorEvapUSACE.GLSHFS,0.938333333333333,0.815166666666667,0.668233333333333,0.842033333333333,0.638866666666667,0.487333333333333,0.7224,0.759,0.724366666666667,0.806566666666667,0.757266666666667,0.840433333333333
superiorRunoffNOAA.GLERL.GLM.HMD,0.576,0.65775,0.569833333333333,0.111166666666667,0.550666666666667,0.557666666666667,0.289166666666667,0.473833333333333,0.398166666666667,0.411583333333333,0.501166666666667,0.67075
superiorRunoffECCC.WCPS,0.563888888888889,0.720388888888889,0.717222222222222,0.0054,0.00366666666666667,0.595666666666667,0.993555555555556,0.999777777777778,0.999555555555556,0.475388888888889,0.0588888888888889,0.171388888888889
superiorRunoffECCC.WATFLOOD,0.611966666666667,0.125,0.327566666666667,0.934066666666667,0.666133333333333,0.486433333333333,0.0363666666666667,0.00933333333333333,0.0157,0.373,0.776033333333333,0.961133333333333
superiorRunoffECCC.SWAT,0,0,0.00586666666666667,0.818733333333333,0.8422,0.639733333333333,0.2353,0.180133333333333,0.4032,0.641166666666667,0.6785,0.1786
superiorRunoffUSACE.GLSHFS,0.973766666666667,0.908366666666667,0.8589,0.227333333333333,0.303366666666667,0.7442,0.6446,0.586966666666667,0.570933333333333,0.7163,0.8458,0.9533
superiorOutflowSt.Marys..IGS.,0.504066666666667,0.372666666666667,0.276962962962963,0.6533,0.6747,0.698333333333333,0.6373,0.546733333333333,0.515966666666667,0.434933333333333,0.4654,0.697066666666667
superiorOutflowSt..Marys..Flow.Accounting.,0.498033333333333,0.646166666666667,0.7115,0.3441,0.335266666666667,0.2844,0.361966666666667,0.481833333333333,0.513166666666667,0.6062,0.552833333333333,0.336033333333333
superiorDiversionMonthly.Mean,0.485766666666667,0.492133333333333,0.4967,0.5291,0.519933333333333,0.4991,0.490266666666667,0.488933333333333,0.4925,0.501266666666667,0.4974,0.490733333333333
miHuronPrecipECCC.WCPS,1,1,1,0.999266666666667,0.9812,1,0.999833333333333,0.996722222222222,0.999833333333333,0.999333333333333,0.999944444444444,1
miHuronPrecipECCC.CaPA,0.9881,0.974433333333333,0.701033333333333,0.630466666666667,0.367533333333333,0.0960666666666667,0.0251,0.134733333333333,0.183366666666667,0.502266666666667,0.819233333333333,0.9868
miHuronPrecipNWS.MPE,0.243433333333333,0.426666666666667,0.372733333333333,0.6651,0.671666666666667,0.572433333333333,0.452133333333333,0.313,0.3874,0.469233333333333,0.2097,0.188466666666667
miHuronPrecipHistorical.Coordinated,0.0197777777777778,0.609888888888889,0.196111111111111,0.504,0.589416666666667,0.59275,0.629333333333333,0.645416666666667,0.550583333333333,0.940916666666667,0.0470833333333333,0.0989166666666667
miHuronPrecipUSACE.Thiessen,0.000722222222222222,0.111388888888889,0.0744444444444445,0.160933333333333,0.0994666666666667,0.353133333333333,0.192333333333333,0.2146,0.113533333333333,0.0318666666666667,0.0767222222222222,0.00594444444444444
miHuronPrecipUSACE.GLSHFS,0.452,0.653333333333333,0.455733333333333,0.7576,0.706633333333333,0.618466666666667,0.6653,0.8065,0.594233333333333,0.9428,0.315033333333333,0.472366666666667
miHuronEvapECCC.WCPS,0.963055555555556,0.9515,0.862611111111111,0.804666666666667,0.948866666666667,0.805388888888889,0.951611111111111,0.936,0.998666666666667,1,0.987,0.840611111111111
miHuronEvapGLERL.FVCOM,0.626266666666667,0.8872,0.79475,0.999916666666667,1,1,0.999916666666667,0.966666666666667,0.622416666666667,0.949666666666667,0.788333333333333,0.270833333333333
miHuronEvapUSACE.GLSHFS,0.710133333333333,0.673366666666667,0.4908,0.816366666666667,0.833433333333333,0.911,0.853033333333333,0.6293,0.352633333333333,0.2111,0.2676,0.225566666666667
miHuronRunoffNOAA.GLERL.GLM.HMD,0.369833333333333,0.40475,0.317333333333333,0.197166666666667,0.179666666666667,0.04875,0.00108333333333333,0.0673333333333333,0.0768333333333333,0.393333333333333,0.522083333333333,0.408
